gvkey,conm,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
011288,WARNER-LAMBERT CO,C,00X,LU,24678,21886,19560101,19620130
011289,WARRANTECH CORP,C,02,LU,93009,7430,19851001,19990902
011290,WARSHOW (H) & SONS INC,C,01,LU,81542,4993,19721214,19770429
011291,ALTEVA INC,C,01,LC,86008,27591,19980428,20151231
011294,WASHINGTON CORP  -CL A,C,00X,LC,57242,25559,19740101,19770920
011295,WASHINGTON ENERGY CO,P,01,LU,81569,4889,19780810,19970228
011296,WGL HOLDINGS INC,P,01,LU,21231,21887,19620131,E
011296,WGL HOLDINGS INC,C,00X,LU,21231,21887,19510101,19620130
011297,WASHINGTON HOMES INC,C,01,LC,78920,11979,19930226,20010123
011297,WASHINGTON HOMES INC,C,01,LC,59838,4915,19751231,19880802
011297,WASHINGTON HOMES INC,C,01,LC,59838,4915,19721214,19731231
011298,WASHINGTON NATIONAL CORP,C,01,LU,57648,4958,19721214,19971231
011300,GRAHAM HOLDINGS CO,P,01,LU,53225,21888,19710915,E
011301,WASHINGTON REIT,P,01,LU,52425,21889,19720131,E
011301,WASHINGTON REIT,C,00X,LU,52425,21889,19720101,19720130
011302,WSI INDUSTRIES INC,P,01,LU,81614,4988,19721214,E
011303,WASHINGTON STEEL CORP,P,01,LC,45727,24842,19680207,19790327
011304,AVISTA CORP,P,01,LU,24969,21890,19620131,E
011304,AVISTA CORP,C,00X,LU,24969,21890,19520924,19620130
011305,WASKO GOLD PRODUCTS CORP,P,01,LU,81622,4994,19780131,19790531
011305,WASKO GOLD PRODUCTS CORP,C,00X,LU,81622,4994,19730101,19780130
011306,WASTE MANAGEMENT INC-OLD,P,01,LU,57381,21891,19721214,19980731
011308,WATERMAN MARINE CORP,P,01,LC,81673,4847,19810223,19840322
011309,WATERS ASSOCIATES INC,P,01,LU,81681,4858,19731109,19800430
011310,ZAREBA SYSTEMS INC,P,01,LC,81700,5013,19730209,20100401
011312,WATKINS-JOHNSON,P,01,LU,46420,21892,19680628,20000229
011313,WATSCO INC,P,02,LU,66376,21893,19930901,E
011313,WATSCO INC,N,02,LU,66376,21893,19840618,19930831
011313,WATSCO INC,J,01,LU,46068,21893,19930901,E
011313,WATSCO INC,P,01,LU,46068,21893,19820129,19930831
011314,WAUKESHA MOTORS,C,00X,LC,19932,22959,19640101,19670130
011315,WAUSAU PAPER CORP,P,01,LC,81702,4987,19770930,20160129
011316,WAVERLY INC,P,01,LU,81737,4859,19740131,19980630
011316,WAVERLY INC,C,00X,LU,81737,4859,19740101,19740130
011317,WAVETEK CORP-OLD,P,01,LC,81745,5017,19721214,19910628
011318,WAXMAN INDUSTRIES,P,01,LC,81753,4860,19721214,19990325
011319,SIGNAL APPAREL CO,C,01,LC,23034,21618,19620131,20000607
011321,WEAN INC/PA,P,01,LC,43844,21895,19660929,19930719
011322,WEATHERFORD (R V) CO,C,01,LU,81780,5010,19721214,19851129
011323,WEATHERFORD ENTERRA INC,P,01,LU,61233,4933,19731231,19980529
011324,WEATHERHEAD CO,P,01,LU,47933,24972,19690307,19770831
011325,WEB PRESS CORP,C,01,LU,81788,4887,19820129,19830930
011327,WEBB CO,P,01,LU,81796,4863,19721214,19861128
011328,WEBB (DEL E) CORP,P,01,LU,39562,21896,19660131,20010731
011329,WEBB RESOURCES INC,P,01,LU,81809,4888,19721214,19791130
011332,ENOTE.COM INC,C,01,LC,64493,5324,19820303,19870408
011333,WEDCO TECHNOLOGY INC,C,01,LC,45903,21897,19830131,19960531
011334,WEDTECH CORP,P,01,LU,67109,6323,19830825,19870630
011335,WEHR CORP,P,01,LU,81833,4891,19721214,19821231
011336,WEIGH-TRONIX INC,P,01,LC,81841,4910,19800722,19910822
011337,WEIGHT WATCHERS INTL OLD,P,01,LU,81860,25985,19721214,19780929
011338,WEIMAN CO INC,P,01,LC,37954,21898,19660131,19900815
011338,WEIMAN CO INC,C,00X,LC,37954,21898,19620702,19660130
011339,WEINGARTEN (J) INC,P,01,LU,81868,4892,19721214,19800331
011340,WEINGARTEN REALTY INVST,P,01,LU,68187,21899,19850816,E
011343,WEIS MARKETS INC,P,01,LU,42059,21900,19650604,E
011344,WEDGESTONE FINANCIAL,C,01,LU,68769,5644,19821013,19920616
011345,WEISFIELDS INC,P,01,LU,81892,4893,19721214,19891211
011347,WELBILT CORP,C,01,LC,79883,12590,19931118,19950127
011347,WELBILT CORP,C,01,LC,23288,4894,19740131,19880919
011347,WELBILT CORP,C,01,LC,23288,4894,19640331,19640831
011348,WELDED TUBE OF AMERICA,C,01,LC,45292,24810,19671027,19870629
011349,WELDOTRON CORP,P,01,LU,64506,4895,19721214,19961108
011351,WELLCO ENTERPRISES,C,01,LU,46076,21901,19680415,20070531
011352,WELLINGTON HALL LTD,C,02,LC,81921,10295,19890901,19951207
011355,WELLINGTON MGMT  -CL A,P,01,LU,81940,4952,19771130,19791130
011356,WELLINGTON TECHNICAL INDS,C,01,LU,81948,5006,19730131,19750114
011358,WELLS BENRUS CORP,P,01,LU,29655,23638,19620702,19781031
011359,WELLS FARGO & CO -OLD,P,01,LU,50024,21902,19700209,19981130
011360,WELLS FARGO MTG & EQUITY TR,P,01,LC,54623,25379,19720425,19891222
011361,AG&E HOLDINGS INC,P,01,LU,63829,4897,19721214,E
011362,WELLS MANAGEMENT CORP,P,01,LU,81964,4949,19780131,19780228
011362,WELLS MANAGEMENT CORP,C,00X,LU,81964,4949,19730401,19780130
011363,WELLS AMERICAN CORP,C,01,LU,63642,2278,19810416,19901231
011364,WELLS RICH GREENE,P,01,LU,50542,4900,19700511,19741231
011366,WENDY'S INTERNATIONAL INC,P,01,LC,63060,4961,19760609,20080929
011367,WENTEX INTERNATIONAL INC,C,01,LU,82027,4967,19810507,19860204
011368,WENTWORTH MFG CO,C,01,LU,37962,4983,19621231,19720229
011369,AMERICAN ATLAS RESOURCES CP,C,02,LU,82035,3629,19800916,19880725
011370,WERNER CONTINENTAL INC,C,01,LU,82043,4901,19721214,19780901
011371,WESCO FINANCIAL CORP,P,01,LC,38906,21904,19680131,20110630
011371,WESCO FINANCIAL CORP,C,00X,LC,38906,21904,19680101,19680130
011372,NEW CONCEPT ENERGY INC,C,01,LC,79066,29298,19930325,E
011375,WEST CHEMICAL PRODUCTS INC,C,01,LU,37970,4899,19620702,19851031
011376,WEST PHARMACEUTICAL SVSC INC,P,01,LU,62498,4998,19721214,E
011379,WEST POINT-PEPPERELL,P,01,LU,41427,21905,19650104,19931231
011383,WESTATES PETROLEUM CO,P,01,LU,40344,24453,19660131,19770131
011384,USHEALTH GROUP INC,P,01,LU,65445,3184,19830228,19980916
011384,USHEALTH GROUP INC,C,00X,LU,65445,3184,19820101,19830227
011385,WESTBURNE INTL INDS LTD,P,01,LU,60396,25646,19780510,19870529
011386,WESTBURY FASHIONS INC,P,01,LU,37989,24276,19660131,19760331
011389,WESTCOAST ENERGY INC,P,01,LU,41005,21906,19730131,20020328
011391,WESTERN AIR LINES INC,P,01,LU,22269,23130,19620131,19861231
011391,WESTERN AIR LINES INC,C,00X,LU,22269,23130,19500101,19620130
011393,WESTERN BEEF INC  -OLD,P,01,LU,82166,4902,19780131,19850531
011393,WESTERN BEEF INC  -OLD,C,00X,LU,82166,4902,19731101,19780130
011394,WESTERN BELL COMMUNICATIONS,C,01,LU,93076,7553,19850521,19881219
011396,WESTERN CO OF NO AMER,P,02,LU,58085,21907,19721214,19950428
011397,WESTERN DECALTA PETROLEUM,P,01,LU,52142,25229,19710331,19770228
011398,WESTERN DEVELOPMENT CORP-CO,P,01,LU,82230,4890,19810908,19831031
011399,WESTERN DIGITAL CORP,P,01,LC,66384,4879,19781130,E
011399,WESTERN DIGITAL CORP,C,00X,LC,66384,4879,19770701,19781129
011400,WESTERN ENERGY DEVELOPMENT,P,01,LU,82246,5598,19820809,19851216
011401,WESTERN GEAR CORP,P,01,LU,82262,4909,19721214,19810930
011403,WESTERN PROPERTIES TRUST,P,01,LU,66392,21909,19840613,20001130
011404,WESTERN MARINE ELECTRS CO,P,01,LU,82310,4950,19721214,19850131
011405,WESTERN MARYLAND RAILWAY CO,C,01,LC,15317,4955,19780131,19830429
011405,WESTERN MARYLAND RAILWAY CO,C,01,LC,15317,4955,19640331,19661130
011407,SAVOIR TECHNOLOGY GROUP INC,P,01,LU,82326,6599,19831118,20000731
011408,WESTERN MICROWAVE INC,P,01,LU,82334,5868,19830322,19960508
011409,CHINA CHANGJIANG MINING & NE,C,01,LU,82342,4963,19800229,19880801
011409,CHINA CHANGJIANG MINING & NE,C,00X,LU,82342,4963,19800101,19800228
011410,WESTERN NUCLEAR INC,P,01,LU,38009,24278,19620702,19710430
011412,WESTERN ORBIS CO,P,01,LU,39474,24390,19630730,19740930
011413,WESTERN PACIFIC INDUSTRIES,P,01,LC,22218,23126,19650129,19861031
011413,WESTERN PACIFIC INDUSTRIES,C,00X,LC,22218,23126,19650101,19650128
011415,WESTERN PACIFIC RR-DEL,P,01,LC,61073,4978,19800131,19830519
011415,WESTERN PACIFIC RR-DEL,C,00X,LC,61073,4978,19800101,19800130
011417,WESTERN PETROLEUM CORP,C,01,LU,82393,4976,19800505,19850930
011419,WESTERN PUBLISHING INC,P,01,LU,57541,25574,19721214,19790531
011422,WESTERN SAVINGS & LOAN ASSOC,C,01,LU,49840,25090,19830131,19890616
011422,WESTERN SAVINGS & LOAN ASSOC,C,00X,LU,49840,25090,19830101,19830130
011424,PIERRE FOODS INC,C,01,LU,82449,5603,19820811,20020403
011427,NEW VALLEY CORP,C,01,LC,88639,21911,20000927,20051230
011427,NEW VALLEY CORP,C,01,LU,15325,21911,19620131,19930408
011427,NEW VALLEY CORP,C,00X,LC,15325,21911,19500101,19620130
011429,WESTERN WASTE INDUSTRIES,P,01,LU,82502,6041,19830603,19960531
011430,WESTERNWORLD SAMUEL COMM INC,C,01,LU,82529,6154,19830809,19880513
011433,WESTINGHOUSE AIRBRAKE CO,P,01,LC,15341,22600,19670131,19671229
011433,WESTINGHOUSE AIRBRAKE CO,C,00X,LC,15341,22600,19640101,19670130
011436,CBS CORP -OLD,P,01,LC,15368,21912,19620131,20000531
011436,CBS CORP -OLD,C,00X,LC,15368,21912,19500101,19620130
011438,WESTMINSTER CORP,C,01,LU,82580,4953,19721214,19760130
011439,WESTMOR CORP,P,01,LC,48602,25015,19690623,19731231
011440,WESTMORELAND COAL CO,P,01,LU,59467,4954,19721214,E
011442,WESTON (ROY F.) INC,C,01,LU,82609,5012,19780131,19791231
011442,WESTON (ROY F.) INC,C,00X,LU,82609,5012,19730101,19780130
011444,WESTPORT CO,C,01,LC,82625,4997,19790131,19830222
011444,WESTPORT CO,C,00X,LC,82625,4997,19731101,19790130
011446,MEADWESTVACO CORP,P,01,LC,21186,21913,19620131,20150701
011447,WESTWIND FINANCIAL SVCS INC,C,01,LU,82641,5003,19791113,19830803
011448,WESTWOOD GROUP INC,C,01,LC,93121,7313,19841123,19880719
011450,WESTWOOD ONE INC  -OLD,P,01,LC,82668,6999,20091120,20111023
011450,WESTWOOD ONE INC  -OLD,P,01,LC,82668,6999,19840424,20081120
011451,WESTWORLD COMMTY HEALTHCARE,C,01,LU,82676,7082,19840613,19870209
011452,WESTWORLD RESOURCES INC,C,01,LU,82684,10128,19780921,19910628
011453,WETTERAU INC,P,01,LU,82705,4904,19721214,19921030
011454,WESTRANS INDS,P,01,LC,51641,25196,19701208,19750228
011455,WEYCO GROUP INC,P,01,LU,38033,4905,19620702,E
011456,WEYERHAEUSER CO,P,01,LC,39917,21914,19631206,E
011457,WHAM-O MANUFACTURING CO,P,01,LU,82721,4912,19740131,19821014
011457,WHAM-O MANUFACTURING CO,C,00X,LU,82721,4912,19730101,19740130
011458,WHEELABRATOR CORP,P,01,LU,20538,23007,19620131,19711029
011458,WHEELABRATOR CORP,C,00X,LU,20538,23007,19600101,19620130
011459,WHEELABRATOR-FRYE,P,01,LC,38041,24282,19710129,19830131
011459,WHEELABRATOR-FRYE,C,00X,LC,38041,24282,19710101,19710128
011460,WHEELED COACH INDS INC,P,01,LU,82748,6516,19831020,19850531
011462,HANDY & HARMAN LTD,P,04,LC,92872,21915,20081205,20171031
011462,HANDY & HARMAN LTD,P,01,LC,19238,21915,19620131,20050307
011462,HANDY & HARMAN LTD,C,00X,LC,19238,21915,19610101,19620130
011463,WHEREHOUSE ENTERTAINMENT INC,C,02,LU,63626,2368,19760225,19880222
011464,WHIPPANY PAPERBOARD,C,01,LU,38068,24283,19620702,19800207
011465,WHIRLPOOL CORP,P,01,LC,25419,21916,19620131,E
011465,WHIRLPOOL CORP,C,00X,LC,25419,21916,19560101,19620130
011466,WHITE CONSOLIDATED INDS INC,P,01,LU,16088,22657,19620228,19860430
011466,WHITE CONSOLIDATED INDS INC,C,00X,LU,16088,22657,19600101,19620227
011467,WHITE CROSS STORES INC,P,01,LU,42649,24625,19660131,19720630
011474,WHITEHALL CEMENT MFG CO,C,01,LU,82764,25995,19721214,19810529
011475,WHITEHALL CORP,P,01,LU,45399,21917,19680131,19980831
011477,WHITING CORP,P,01,LU,44126,24736,19670118,19780331
011478,WHITING PETROLEUM CORP-OLD,P,01,LU,82772,6726,19840201,19920228
011479,WHITLOCK CORP,P,01,LU,82799,4917,19780131,19780831
011480,WHITMAN EDUCATION GROUP INC,P,01,LU,82801,4913,19810617,20030731
011481,WHITNEY-FIDALGO SEAFOODS INC,P,01,LU,82820,4906,19721214,19740628
011482,WHITNEY HOLDING CORP,C,01,LC,77053,26508,19911015,20110606
011483,WHITTAKER CORP,P,02,LU,44783,21918,19670803,19990730
011484,WICAT SYSTEMS INC,P,01,LU,82828,6131,19830630,19920831
011485,WICHITA INDUSTRIES,P,01,LC,38105,21919,19660429,19871030
011486,COLLINS & AIKMAN GROUP INC,P,01,LU,68195,7404,19620131,19890413
011486,COLLINS & AIKMAN GROUP INC,C,00X,LU,68195,7404,19611031,19620130
011487,WICKLUND HOLDING CO,C,01,LU,82836,4918,19820129,19890717
011487,WICKLUND HOLDING CO,C,00X,LU,82836,4918,19810622,19820128
011488,WIDCOM INC,C,01,LU,82844,6279,19830906,19860905
011489,WIDENER PLACE FUND INC,P,01,LU,32969,23887,19660131,19770930
011491,WIEBOLDT STORES INC,C,01,LU,38113,24287,19620702,19851231
011492,WIEN AIR ALASKA,C,01,LU,82852,4875,19721214,19801231
011493,WIENER ENTERPRISES INC,P,01,LU,67803,4898,19721214,19930405
011494,WILAND SERVICES INC,P,01,LU,82887,7172,19840808,19921030
011497,WILDERNESS EXPERIENCE INC,C,01,LU,82895,4941,19810623,19870506
011498,WILDLIFE VACCINES INC,P,01,LU,82908,4920,19790827,19820730
011499,WILEY (JOHN) & SONS  -CL A,J,02,LU,82932,4922,19820928,E
011499,WILEY (JOHN) & SONS  -CL A,P,01,LU,82924,4922,19820928,E
011500,WILFRED AMER EDUCATIONAL CP,P,01,LU,67117,21921,19841130,19910430
011501,WILL ROSS INC,P,01,LU,49461,25066,19691103,19731231
011502,WILLAMETTE INDUSTRIES,P,01,LU,82959,4957,19721214,20020328
011503,REXEL INC,C,01,LU,47108,21922,19681107,19971231
011504,WILLIAMHOUSE REGENCY INC,P,01,LU,38121,24288,19650129,19821222
011504,WILLIAMHOUSE REGENCY INC,C,00X,LU,38121,24288,19620702,19650128
011506,WILLIAMS COS INC,C,01,LU,38156,21923,19620702,E
011507,WILLIAMS (W.W.) CO,P,01,LC,82975,5020,19721214,19931018
011508,WILLIAMS INDUSTRIES INC,C,01,LC,82991,5837,19980305,20070515
011508,WILLIAMS INDUSTRIES INC,C,01,LC,82991,5837,19830303,19940504
011509,WMS INDUSTRIES INC,P,01,LC,64135,4919,19810226,20131017
011510,WILLIAMS (T.E.) PHARM INC,P,01,LU,83003,5158,19820120,19851231
011511,WILLIAMS-SONOMA INC,P,01,LU,83011,6149,19830707,E
011513,WILMINGTON TRUST CORP,P,01,LC,83030,4923,19820129,20110513
011513,WILMINGTON TRUST CORP,C,00X,LC,83030,4923,19820101,19820128
011514,WILSHIRE ENTERPRISES INC,P,01,LC,38172,21924,19680131,20100126
011514,WILSHIRE ENTERPRISES INC,C,00X,LC,38172,21924,19630101,19680130
011515,WILSON & CO-DEL,C,01,LC,44919,24786,19670905,19720731
011515,WILSON & CO-DEL,C,01,LC,15448,22607,19640331,19670616
011516,WILSON BROTHERS USA INC,C,01,LU,38180,24291,19680131,19861118
011516,WILSON BROTHERS USA INC,C,00X,LU,38180,24291,19650101,19680130
011517,WILSON CERTIFIED FOODS INC,P,01,LU,52409,25248,19710506,19721229
011518,WILSON (H.J.) CO,P,01,LU,83038,4924,19721214,19850531
011519,WILSON FOODS CORP,P,01,LC,83046,4921,19810710,19890207
011520,WILSON FREIGHT CO,P,01,LC,83054,4925,19740131,19801229
011520,WILSON FREIGHT CO,C,00X,LC,83054,4925,19740101,19740130
011521,WILSON-SINCLAIR CO,P,01,LC,52417,25250,19710506,19721229
011522,WILSON SPORTING GOODS CO,P,01,LU,45049,24794,19670925,19720831
011523,E-SYNC NETWORKS INC,C,01,LC,88339,37714,20000601,20011109
011523,E-SYNC NETWORKS INC,C,01,LC,83062,4948,19740131,19940210
011523,E-SYNC NETWORKS INC,C,00X,LC,83062,4948,19731101,19740130
011524,WILTON ENTERPRISES INC,P,01,LU,83089,6819,19840127,19881230
011527,RCS HOLDINGS INC,C,01,LU,83110,4960,19800530,19841217
011527,RCS HOLDINGS INC,C,00X,LU,83110,4960,19800522,19800529
011528,WINCOM CORP,P,01,LC,83118,5883,19830329,19860422
011529,WINCORP REALTY INVESTMENTS,C,01,LU,60150,4916,19721227,19841231
011530,WIND BARON CORP,P,01,LU,83126,4959,19810624,19840928
011531,APPLICA INC,C,01,LC,83142,4334,19770314,20070123
011533,WINGS WEST AIRLINES INC,P,01,LU,93164,7734,19850911,19880809
011534,WINKELMAN STORES INC,P,01,LU,43406,24681,19660627,19850228
011535,WINN-DIXIE STORES INC,P,02,LC,91624,21926,20061222,20120330
011535,WINN-DIXIE STORES INC,J,03,LC,59475,21926,19810130,19810416
011535,WINN-DIXIE STORES INC,P,01,LC,24803,21926,19620131,20050218
011535,WINN-DIXIE STORES INC,C,00X,LC,24803,21926,19520218,19620130
011536,WINN ENTERPRISES,P,01,LC,93172,699,19830812,19861014
011537,WINNEBAGO INDUSTRIES,P,01,LU,51086,21927,19700908,E
011538,J. ALEXANDER'S HOLDINGS INC,P,01,LC,66747,4814,19721214,20121026
011538,J. ALEXANDER'S HOLDINGS INC,P,02,LC,15648,55401,20150929,E
011539,WINN'S STORES INC,P,01,LU,83214,5001,19721214,19791231
011541,WINSTON MILLS INC,C,01,LU,53217,4965,19740131,19870630
011541,WINSTON MILLS INC,C,00X,LU,53217,4965,19731201,19740130
011542,WINSTON NETWORK INC,C,01,LU,83257,4962,19780131,19790716
011543,WINJAK INC  -CL A,C,02,LU,59168,4937,19721214,19890508
011544,WINTER PARK TELEPHONE CO,C,01,LU,83265,26000,19721214,19790621
011545,WINTERHALTER INC,C,01,LU,83273,4966,19830926,19861021
011546,WINTHROP INSURED MTG INV II,P,01,LC,68793,21930,19831214,19910327
011549,WISCONSIN CENTRIFUGAL,P,01,LU,83300,4871,19721214,19800731
011550,WEC ENERGY GROUP INC,P,01,LC,23536,21931,19620131,E
011550,WEC ENERGY GROUP INC,C,00X,LC,23536,21931,19510101,19620130
011554,ALLIANT ENERGY CORP,P,01,LU,58819,4980,19721214,E
011555,INTEGRYS HOLDING INC,P,01,LC,25099,21932,19620131,20150630
011556,WISCONSIN REAL ESTATE INVT,C,01,LU,83329,4982,19790131,19910110
011556,WISCONSIN REAL ESTATE INVT,C,00X,LU,83329,4982,19740101,19790130
011557,WISCONSIN SOUTHERN GAS CO,P,01,LU,83337,4931,19770131,19940131
011557,WISCONSIN SOUTHERN GAS CO,C,00X,LU,83337,4931,19770101,19770130
011558,WISER OIL CO,P,01,LU,83345,4932,19721214,20040730
011559,WITCO CORP,P,01,LU,38375,21933,19620716,19990930
011561,WIX CORP,P,01,LU,83361,4935,19721214,19790629
011563,WOLF (HOWARD B) INC,C,01,LU,53671,21934,19711207,19991028
011564,WOLOHAN LUMBER CO,P,01,LU,83396,4942,19721214,20031128
011565,WOLVERINE TECHNOLOGIES INC,P,01,LU,42243,4969,19650709,19880531
011566,WOLVERINE WORLD WIDE,P,01,LU,42286,21935,19650720,E
011567,WOMETCO CABLE TV INC,P,01,LU,83417,4877,19810505,19840430
011568,WOMETCO ENTERPRISES  -CL A,P,01,LU,42227,24598,19650707,19840412
011570,WOOD INDUSTRIES INC,P,01,LU,38199,24292,19620702,19790131
011571,WOODBINE PETROLEUM INC,P,01,LU,83425,4878,19810130,19920930
011573,WOODHEAD INDUSTRIES INC,P,01,LU,83433,4883,19721214,20060831
011574,WOODMOOR CORP-OLD,P,01,LC,55757,8943,19721020,19731112
011576,WOODS INVESTMENT CO,C,01,LU,41400,24534,19641228,19781212
011577,WOODS PETROLEUM CORP,P,01,LU,58739,25613,19751202,19850830
011578,WOODSTREAM CORP,P,01,LC,60855,4968,19721214,19890123
011579,WOODWARD & LOTHROP INC,P,01,LU,83441,4971,19721214,19840928
011580,WOODWARD INC,P,01,LU,84403,27497,19970114,E
011583,WOOLWORTH (F.W.) PLC  -ADR,P,90,LU,38236,24296,19670131,19771220
011583,WOOLWORTH (F.W.) PLC  -ADR,C,00X,LU,38236,24296,19670101,19670130
011584,FOOT LOCKER INC,P,01,LU,15456,21936,19620131,E
011584,FOOT LOCKER INC,C,00X,LU,15456,21936,19500101,19620130
011585,WORCHESTER CONTROLS CORP,P,01,LU,55562,25446,19720914,19780831
011586,WORD TRONICS CORP,C,01,LU,83468,4973,19800226,19811102
011587,WORK WEAR CORP,P,01,LC,39546,24394,19630812,19761231
011588,WORK WEAR CORP-OLD,P,01,LC,60011,25639,19770727,19860617
011589,WORLCO DATA SYSTEMS INC,C,01,LU,83476,6618,19831122,19901108
011590,WORLDCORP INC,C,01,LC,44337,21940,19670424,19981211
011591,WORLD CONTAINER CORP,C,01,LU,83492,7165,19840807,19901218
011592,WORLD MAIL CENTER INC,C,01,LU,83513,6422,19830926,19860530
011593,WORLD OF COMPUTERS INC,P,01,LU,83521,6471,19831107,19850628
011594,WORLD WIDE COIN INVTS LTD,P,01,LC,83564,5019,19790131,19810925
011594,WORLD WIDE COIN INVTS LTD,C,00X,LC,83564,5019,19730801,19790130
011597,WORLDWIDE ENERGY CORP,P,01,LU,61479,5018,19730131,19861128
011597,WORLDWIDE ENERGY CORP,C,00X,LU,61479,5018,19730101,19730130
011598,WORTHEN BANKING CORP,P,01,LU,65269,21939,19821101,19950331
011599,WORTHINGTON BIOCHEMICAL CORP,P,01,LU,83599,4864,19721214,19751128
011600,WORTHINGTON INDUSTRIES,P,01,LU,83601,5009,19721214,E
011602,WRATHER CORP,P,01,LU,49728,25082,19691212,19880129
011604,WRIGHT BROTHERS ENERGY,C,01,LU,30526,5258,19811230,19890213
011605,WRIGHT (WILLIAM E.) CO,P,01,LU,83620,4984,19721214,19870430
011606,WRIGHT ENERGY CORP,P,01,LU,37962,4983,19810731,19830228
011606,WRIGHT ENERGY CORP,C,00X,LU,37962,4983,19800401,19810730
011607,WRIGHT HARGREAVES MINES LTD,P,01,LU,38244,24297,19680131,19850731
011608,WRIGHT LABORATORIES INC,P,01,LC,83636,6205,19830721,19851231
011609,WRIGLEY (WM) JR CO,P,01,LC,15472,21941,19620131,20081006
011609,WRIGLEY (WM) JR CO,C,00X,LC,15472,21941,19500101,19620130
011610,WRITER CORP,C,01,LU,83652,4986,19780131,19910703
011610,WRITER CORP,C,00X,LU,83652,4986,19740101,19780130
011611,WULF INTERNATIONAL LTD.,P,01,LU,83679,5015,19790131,19840731
011612,WURLTECH INDUSTRIES INC,C,01,LU,43027,24653,19660316,19891005
011613,WYLAIN INC,P,01,LU,45401,24818,19671128,19800430
011614,WYLE ELECTRONICS,P,01,LU,44476,21943,19670522,19970805
011615,WYMAN-GORDON CO,P,01,LU,83687,5022,19750630,19991130
011618,WYNN'S INTERNATIONAL INC,P,01,LU,51254,21944,19701002,20000731
011619,WYOMISSING CORP,P,01,LU,40395,24458,19640416,19760730
011620,WYSE TECHNOLOGY INC,P,01,LU,93201,7249,19841004,19900228
011621,XL DATACOMP INC,P,01,LU,93220,7464,19850430,19911129
011622,X O EXPLORATION INC,C,01,LU,83708,5032,19810428,19830609
011623,XRG INTERNATIONAL INC,P,01,LU,83716,5034,19790919,19830930
011624,XYZ LIQUIDATING CORP,C,01,LU,83724,3667,19760628,19810615
011626,EL APPAREL INC,C,04,LC,75153,5026,19900702,19981127
011626,EL APPAREL INC,N,01,LC,75153,5026,19830101,19900630
011626,EL APPAREL INC,C,04,LC,75153,5026,19730228,19821231
011626,EL APPAREL INC,C,00X,LC,75153,5026,19730112,19730227
011627,XEBEC,C,01,LU,83759,5821,19830301,19890320
011629,XIDEX MAGNETICS CORP,P,01,LU,83767,6954,19840328,19850329
011631,XENEREX CORP,P,01,LU,83775,6017,19830527,19851129
011636,XEROX CORP,P,01,LC,27983,21945,19620131,E
011637,XOMOX CORP,P,01,LU,83783,5030,19721214,19800630
011638,XONICS INC,C,01,LU,58309,5694,19740731,19840926
011639,XPLOR ENERGY CORP,P,01,LC,83804,5033,19791015,19860316
011640,INTERCIM CORP,C,01,LU,83812,7048,19840523,19940914
011641,XTRA CORP,P,01,LU,41072,21946,19650129,20010928
011642,Y & S CANDIES INC,C,01,LU,83839,5043,19770307,19771130
011643,Y E ENTERPRISES INC,C,01,LU,83847,5045,19780131,19800609
011643,Y E ENTERPRISES INC,C,00X,LU,83847,5045,19740101,19780130
011644,KEY ENERGY SERVICES INC,P,03,LC,63079,5036,20161216,E
011644,KEY ENERGY SERVICES INC,P,01,LC,63079,5036,19801016,20160727
011645,XIDEX CORP,P,01,LC,83855,5028,19830801,19880829
011646,XICOR INC,P,01,LU,83863,5027,19801028,20040730
011647,YARDNEY CORP,P,01,LU,65824,25754,19790131,19850628
011647,YARDNEY CORP,C,00X,LU,65824,25754,19731101,19790130
011648,YATES INDUSTRIES INC,P,01,LU,38260,24300,19660429,19800731
011649,YRC WORLDWIDE INC,P,01,LC,59483,5037,19711004,E
011653,YONKERS RACEWAY INC,P,01,LC,38279,24301,19660131,19720229
011654,YOO-HOO CHOCOLATE BEVERAGE,P,01,LU,57939,5041,19721214,19760430
011656,YORK RESEARCH CORP,C,01,LU,83919,5042,19721214,20020523
011657,YORK WATER CO,P,01,LC,88857,27610,20010116,E
011660,YOUNGSTOWN STEEL DOOR CO,P,01,LU,20888,23032,19620131,19760930
011660,YOUNGSTOWN STEEL DOOR CO,C,00X,LU,20888,23032,19600101,19620130
011661,YOUNGWOOD ELECTR METALS INC,C,01,LU,83927,5038,19790131,19890203
011662,YOUNKER BROTHERS INC,P,01,LC,83935,5040,19721214,19781231
011663,YUBA WESTGOLD INC OLD  -CL A,C,01,LC,85009,5044,19821101,19831229
011663,YUBA WESTGOLD INC OLD  -CL A,C,01,LC,85009,5044,19801003,19801202
011663,YUBA WESTGOLD INC OLD  -CL A,C,01,LC,85009,5044,19790102,19800821
011665,YUKON ENERGY CORP,C,01,LU,93252,7479,19850430,19930119
011666,Z & Z FASHIONS LTD,P,01,LU,83951,5056,19790131,19871030
011667,SILICON MOUNTAIN HOLDINGS,C,01,LC,83970,6528,19840131,19851101
011668,ZABS BACKYARD HOTS INC,P,01,LU,93279,7736,19850918,19870430
011669,ZALE CORP,C,01,LC,79672,12317,19930831,20140430
011669,ZALE CORP,C,01,LC,38287,24302,19620702,19870114
011670,HRG GROUP INC,P,01,LC,38295,21948,19660131,E
011671,ZAUSNER FOODS CORP CL A,C,01,LU,83994,5049,19721214,19770729
